,model 1,model 2,model 3,model 4,model 5,acc,mcc,tp,tn,fp,fn,auroc,auprc
50,warmup_ratio-0.2,weight_decay-0.005,dropout-0.05,dropout-0.2,learning_rate-1e-05,0.9073120494335737,0.8146039684584448,4468,4342,462,438,0.9688463259147069,0.9683104785911073
121,warmup_ratio-0.2,train_batch_size-32,dropout-0.2,weight_decay-0.02,warmup_ratio-0.05,0.9073120494335737,0.8146133569993094,4475,4335,469,431,0.9692633881671511,0.9687043055310718
81,warmup_ratio-0.2,weight_decay-0.005,learning_rate-1e-05,warmup_ratio-0.05,train_batch_size-8,0.9073120494335737,0.8146071621054521,4471,4339,465,435,0.9689628801654283,0.9683919228695107
47,warmup_ratio-0.2,weight_decay-0.005,default,warmup_ratio-0.05,train_batch_size-8,0.9073120494335737,0.8146039684584448,4468,4342,462,438,0.968812297334773,0.9682287072810455
193,warmup_ratio-0.2,dropout-0.05,learning_rate-1e-05,learning_rate-4e-05,train_batch_size-8,0.9072090628218331,0.81439581106656,4464,4345,459,442,0.9690891932358312,0.9685625125009281
77,warmup_ratio-0.2,weight_decay-0.005,weight_decay-0.02,warmup_ratio-0.05,learning_rate-4e-05,0.9072090628218331,0.8143956801891634,4459,4350,454,447,0.9689963147302509,0.9684385586486031
204,warmup_ratio-0.2,dropout-0.2,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9072090628218331,0.8143954298695573,4460,4349,455,446,0.9689450809269214,0.9683798040065951
203,warmup_ratio-0.2,dropout-0.2,learning_rate-1e-05,learning_rate-4e-05,train_batch_size-8,0.9072090628218331,0.81439581106656,4464,4345,459,442,0.9690891932358312,0.9685625125009281
198,warmup_ratio-0.2,dropout-0.2,weight_decay-0.02,warmup_ratio-0.05,learning_rate-4e-05,0.9072090628218331,0.8143965955420857,4457,4352,452,449,0.968995508566886,0.968432752782592
173,warmup_ratio-0.2,default,learning_rate-1e-05,learning_rate-4e-05,train_batch_size-8,0.9072090628218331,0.81439581106656,4464,4345,459,442,0.9690891932358312,0.9685625125009281
174,warmup_ratio-0.2,default,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9072090628218331,0.8143954298695573,4460,4349,455,446,0.9689450809269214,0.9683798040065951
83,warmup_ratio-0.2,weight_decay-0.005,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9072090628218331,0.8143956801891634,4459,4350,454,447,0.9689442747635564,0.968378609250205
68,warmup_ratio-0.2,weight_decay-0.005,dropout-0.2,learning_rate-1e-05,warmup_ratio-0.05,0.9072090628218331,0.8143984044504436,4468,4341,463,438,0.9689638348325709,0.9684318098210216
188,warmup_ratio-0.2,dropout-0.05,weight_decay-0.02,warmup_ratio-0.05,learning_rate-4e-05,0.9072090628218331,0.8143965955420857,4457,4352,452,449,0.968995508566886,0.968432752782592
194,warmup_ratio-0.2,dropout-0.05,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9072090628218331,0.8143954298695573,4460,4349,455,446,0.9689450809269214,0.9683798040065951
168,warmup_ratio-0.2,default,weight_decay-0.02,warmup_ratio-0.05,learning_rate-4e-05,0.9072090628218331,0.8143965955420857,4457,4352,452,449,0.968995508566886,0.968432752782592
43,warmup_ratio-0.2,weight_decay-0.005,default,learning_rate-1e-05,warmup_ratio-0.05,0.9072090628218331,0.8143984044504436,4468,4341,463,438,0.9689638348325709,0.9684318098210216
263,weight_decay-0.005,train_batch_size-32,learning_rate-1e-05,warmup_ratio-0.05,train_batch_size-8,0.9072090628218331,0.8144047575997175,4473,4336,468,433,0.9693227472486068,0.9687415989159581
405,train_batch_size-32,learning_rate-1e-05,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9072090628218331,0.8143975486939793,4467,4342,462,439,0.9695108591053861,0.9690021019971349
264,weight_decay-0.005,train_batch_size-32,learning_rate-1e-05,learning_rate-4e-05,train_batch_size-8,0.9072090628218331,0.81439581106656,4464,4345,459,442,0.9694585221311361,0.9689494854722732
58,warmup_ratio-0.2,weight_decay-0.005,dropout-0.05,learning_rate-1e-05,warmup_ratio-0.05,0.9072090628218331,0.8143984044504436,4468,4341,463,438,0.9689638348325709,0.9684318098210216
200,warmup_ratio-0.2,dropout-0.2,weight_decay-0.02,learning_rate-4e-05,train_batch_size-8,0.9071060762100926,0.8141893557013442,4460,4348,456,446,0.9688456470402942,0.9682360707646959
190,warmup_ratio-0.2,dropout-0.05,weight_decay-0.02,learning_rate-4e-05,train_batch_size-8,0.9071060762100926,0.8141893557013442,4460,4348,456,446,0.9688456470402942,0.9682360707646959
114,warmup_ratio-0.2,train_batch_size-32,dropout-0.05,learning_rate-1e-05,warmup_ratio-0.05,0.9071060762100926,0.8141928736843931,4468,4340,464,438,0.9693644131656829,0.9688315784613223
349,train_batch_size-32,default,dropout-0.05,warmup_ratio-0.05,train_batch_size-8,0.9071060762100926,0.8141995654147763,4473,4335,469,433,0.9692406246595021,0.9686653064544762
195,warmup_ratio-0.2,dropout-0.2,weight_decay-0.02,learning_rate-1e-05,warmup_ratio-0.05,0.9071060762100926,0.8141905177088605,4465,4343,461,441,0.9689557519840952,0.9684033468300772
379,train_batch_size-32,dropout-0.05,dropout-0.2,warmup_ratio-0.05,train_batch_size-8,0.9071060762100926,0.8141995654147763,4473,4335,469,433,0.9692406246595021,0.9686653064544762
368,train_batch_size-32,default,learning_rate-1e-05,warmup_ratio-0.05,train_batch_size-8,0.9071060762100926,0.8141928736843931,4468,4340,464,438,0.9693464654233988,0.9687876893233333
134,warmup_ratio-0.2,train_batch_size-32,weight_decay-0.02,warmup_ratio-0.05,train_batch_size-8,0.9071060762100926,0.814191950115949,4467,4341,463,439,0.9692241195253446,0.9686234478444831
124,warmup_ratio-0.2,train_batch_size-32,dropout-0.2,learning_rate-1e-05,warmup_ratio-0.05,0.9071060762100926,0.8141928736843931,4468,4340,464,438,0.9693644131656829,0.9688315784613223
320,weight_decay-0.005,dropout-0.05,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9071060762100926,0.8141895379487738,4459,4349,455,447,0.9689438716818741,0.9683856372356854
165,warmup_ratio-0.2,default,weight_decay-0.02,learning_rate-1e-05,warmup_ratio-0.05,0.9071060762100926,0.8141905177088605,4465,4343,461,441,0.9689557519840952,0.9684033468300772
367,train_batch_size-32,default,learning_rate-1e-05,warmup_ratio-0.05,learning_rate-4e-05,0.9071060762100926,0.8141939355037936,4469,4339,465,437,0.9695712364984609,0.9690744968459489
441,dropout-0.05,dropout-0.2,weight_decay-0.02,learning_rate-1e-05,warmup_ratio-0.05,0.9071060762100926,0.8141928736843931,4468,4340,464,438,0.9689219355524153,0.9683725920040475
416,default,dropout-0.05,weight_decay-0.02,learning_rate-1e-05,warmup_ratio-0.05,0.9071060762100926,0.8141928736843931,4468,4340,464,438,0.9689219355524153,0.9683725920040475
359,train_batch_size-32,default,dropout-0.2,warmup_ratio-0.05,train_batch_size-8,0.9071060762100926,0.8141995654147763,4473,4335,469,433,0.9692406246595021,0.9686653064544762
208,warmup_ratio-0.2,weight_decay-0.02,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9071060762100926,0.8141893557013442,4460,4348,456,446,0.9689151680231144,0.9683198019744195
76,warmup_ratio-0.2,weight_decay-0.005,weight_decay-0.02,learning_rate-1e-05,train_batch_size-8,0.9071060762100926,0.8141939355037936,4469,4339,465,437,0.9688506113094366,0.9682432620882395
4,warmup_ratio-0.2,weight_decay-0.005,train_batch_size-32,default,warmup_ratio-0.05,0.9071060762100926,0.814195135580183,4470,4338,466,436,0.9692844969184194,0.968741686612648
10,warmup_ratio-0.2,weight_decay-0.005,train_batch_size-32,dropout-0.05,warmup_ratio-0.05,0.9071060762100926,0.814195135580183,4470,4338,466,436,0.9692844969184194,0.968741686612648
388,train_batch_size-32,dropout-0.05,learning_rate-1e-05,warmup_ratio-0.05,train_batch_size-8,0.9071060762100926,0.8141928736843931,4468,4340,464,438,0.9693464654233988,0.9687876893233333
330,weight_decay-0.005,dropout-0.2,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9071060762100926,0.8141895379487738,4459,4349,455,447,0.9689438716818741,0.9683856372356854
398,train_batch_size-32,dropout-0.2,learning_rate-1e-05,warmup_ratio-0.05,train_batch_size-8,0.9071060762100926,0.8141928736843931,4468,4340,464,438,0.9693464654233988,0.9687876893233333
185,warmup_ratio-0.2,dropout-0.05,weight_decay-0.02,learning_rate-1e-05,warmup_ratio-0.05,0.9071060762100926,0.8141905177088605,4465,4343,461,441,0.9689557519840952,0.9684033468300772
335,weight_decay-0.005,learning_rate-1e-05,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9071060762100926,0.8141905177088605,4465,4343,461,441,0.9691514375335407,0.9686211331708601
99,warmup_ratio-0.2,train_batch_size-32,default,learning_rate-1e-05,warmup_ratio-0.05,0.9071060762100926,0.8141928736843931,4468,4340,464,438,0.9693644131656829,0.9688315784613223
397,train_batch_size-32,dropout-0.2,learning_rate-1e-05,warmup_ratio-0.05,learning_rate-4e-05,0.9071060762100926,0.8141939355037936,4469,4339,465,437,0.9695712364984609,0.9690744968459489
24,warmup_ratio-0.2,weight_decay-0.005,train_batch_size-32,learning_rate-1e-05,train_batch_size-8,0.9071060762100926,0.8141939355037936,4469,4339,465,437,0.9692426400679146,0.9686581130451417
387,train_batch_size-32,dropout-0.05,learning_rate-1e-05,warmup_ratio-0.05,learning_rate-4e-05,0.9071060762100926,0.8141939355037936,4469,4339,465,437,0.9695712364984609,0.9690744968459489
170,warmup_ratio-0.2,default,weight_decay-0.02,learning_rate-4e-05,train_batch_size-8,0.9071060762100926,0.8141893557013442,4460,4348,456,446,0.9688456470402942,0.9682360707646959
300,weight_decay-0.005,default,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9071060762100926,0.8141895379487738,4459,4349,455,447,0.9689438716818741,0.9683856372356854
15,warmup_ratio-0.2,weight_decay-0.005,train_batch_size-32,dropout-0.2,warmup_ratio-0.05,0.9071060762100926,0.814195135580183,4470,4338,466,436,0.9692844969184194,0.968741686612648
410,default,dropout-0.05,dropout-0.2,learning_rate-1e-05,warmup_ratio-0.05,0.9071060762100926,0.814191950115949,4467,4341,463,439,0.9688983022369251,0.9683666792351359
426,default,dropout-0.2,weight_decay-0.02,learning_rate-1e-05,warmup_ratio-0.05,0.9071060762100926,0.8141928736843931,4468,4340,464,438,0.9689219355524153,0.9683725920040475
215,weight_decay-0.005,train_batch_size-32,default,dropout-0.05,train_batch_size-8,0.9070030895983522,0.8139885057006156,4469,4338,466,437,0.9691381994824941,0.9685403330257478
276,weight_decay-0.005,default,dropout-0.05,learning_rate-1e-05,learning_rate-4e-05,0.9070030895983522,0.8139855316540382,4466,4341,463,440,0.9691101110536708,0.9685991910702724
286,weight_decay-0.005,default,dropout-0.2,learning_rate-1e-05,learning_rate-4e-05,0.9070030895983522,0.8139855316540382,4466,4341,463,440,0.9691101110536708,0.9685991910702724
306,weight_decay-0.005,dropout-0.05,dropout-0.2,learning_rate-1e-05,learning_rate-4e-05,0.9070030895983522,0.8139855316540382,4466,4341,463,440,0.9691101110536708,0.9685991910702724
289,weight_decay-0.005,default,dropout-0.2,warmup_ratio-0.05,train_batch_size-8,0.9070030895983522,0.8139873761347812,4468,4339,465,438,0.9687727529002363,0.9681821407809237
220,weight_decay-0.005,train_batch_size-32,default,dropout-0.2,train_batch_size-8,0.9070030895983522,0.8139885057006156,4469,4338,466,437,0.9691381994824941,0.9685403330257478
309,weight_decay-0.005,dropout-0.05,dropout-0.2,warmup_ratio-0.05,train_batch_size-8,0.9070030895983522,0.8139873761347812,4468,4339,465,438,0.9687727529002363,0.9681821407809237
408,default,dropout-0.05,dropout-0.2,weight_decay-0.02,learning_rate-4e-05,0.9070030895983522,0.813983338987583,4461,4346,458,445,0.9688495081385161,0.9682623917008784
235,weight_decay-0.005,train_batch_size-32,dropout-0.05,dropout-0.2,train_batch_size-8,0.9070030895983522,0.8139885057006156,4469,4338,466,437,0.9691381994824941,0.9685403330257478
279,weight_decay-0.005,default,dropout-0.05,warmup_ratio-0.05,train_batch_size-8,0.9070030895983522,0.8139873761347812,4468,4339,465,438,0.9687727529002363,0.9681821407809237
260,weight_decay-0.005,train_batch_size-32,weight_decay-0.02,warmup_ratio-0.05,train_batch_size-8,0.9070030895983522,0.8139873761347812,4468,4339,465,438,0.9692297414540741,0.9686161332414276
256,weight_decay-0.005,train_batch_size-32,weight_decay-0.02,learning_rate-1e-05,warmup_ratio-0.05,0.9070030895983522,0.8139885057006156,4469,4338,466,437,0.9693199256768292,0.9687463670045368
424,default,dropout-0.05,learning_rate-1e-05,learning_rate-4e-05,train_batch_size-8,0.9070030895983522,0.8139842400027586,4464,4343,461,442,0.9690706514784359,0.9685353733268167
152,warmup_ratio-0.2,default,dropout-0.05,warmup_ratio-0.05,learning_rate-4e-05,0.9070030895983522,0.8139840721626099,4457,4350,454,449,0.9690072615801548,0.9684680172219486
108,warmup_ratio-0.2,train_batch_size-32,dropout-0.05,dropout-0.2,learning_rate-4e-05,0.9070030895983522,0.8139855316540382,4466,4341,463,440,0.9693934562616492,0.9688683537483797
162,warmup_ratio-0.2,default,dropout-0.2,warmup_ratio-0.05,learning_rate-4e-05,0.9070030895983522,0.8139840721626099,4457,4350,454,449,0.9690072615801548,0.9684680172219486
88,warmup_ratio-0.2,train_batch_size-32,default,dropout-0.05,learning_rate-4e-05,0.9070030895983522,0.8139855316540382,4466,4341,463,440,0.9693934562616492,0.9688683537483797
116,warmup_ratio-0.2,train_batch_size-32,dropout-0.05,learning_rate-1e-05,train_batch_size-8,0.9070030895983522,0.8139855316540382,4466,4341,463,440,0.9692704527040078,0.9687092554237307
449,dropout-0.05,dropout-0.2,learning_rate-1e-05,learning_rate-4e-05,train_batch_size-8,0.9070030895983522,0.8139842400027586,4464,4343,461,442,0.9690706514784359,0.9685353733268167
85,warmup_ratio-0.2,train_batch_size-32,default,dropout-0.05,weight_decay-0.02,0.9070030895983522,0.8139897734915359,4470,4337,467,436,0.9691663303409681,0.9685920802913903
182,warmup_ratio-0.2,dropout-0.05,dropout-0.2,warmup_ratio-0.05,learning_rate-4e-05,0.9070030895983522,0.8139840721626099,4457,4350,454,449,0.9690072615801548,0.9684680172219486
89,warmup_ratio-0.2,train_batch_size-32,default,dropout-0.05,train_batch_size-8,0.9070030895983522,0.8139842400027586,4464,4343,461,442,0.9691690670534442,0.9685911750772813
84,warmup_ratio-0.2,train_batch_size-32,default,dropout-0.05,dropout-0.2,0.9070030895983522,0.8139897734915359,4470,4337,467,436,0.9691582687073178,0.9686004448514388
109,warmup_ratio-0.2,train_batch_size-32,dropout-0.05,dropout-0.2,train_batch_size-8,0.9070030895983522,0.8139842400027586,4464,4343,461,442,0.9691690670534442,0.9685911750772813
90,warmup_ratio-0.2,train_batch_size-32,default,dropout-0.2,weight_decay-0.02,0.9070030895983522,0.8139897734915359,4470,4337,467,436,0.9691663303409681,0.9685920802913903
126,warmup_ratio-0.2,train_batch_size-32,dropout-0.2,learning_rate-1e-05,train_batch_size-8,0.9070030895983522,0.8139855316540382,4466,4341,463,440,0.9692704527040078,0.9687092554237307
105,warmup_ratio-0.2,train_batch_size-32,dropout-0.05,dropout-0.2,weight_decay-0.02,0.9070030895983522,0.8139897734915359,4470,4337,467,436,0.9691663303409681,0.9685920802913903
101,warmup_ratio-0.2,train_batch_size-32,default,learning_rate-1e-05,train_batch_size-8,0.9070030895983522,0.8139855316540382,4466,4341,463,440,0.9692704527040078,0.9687092554237307
142,warmup_ratio-0.2,default,dropout-0.05,dropout-0.2,warmup_ratio-0.05,0.9070030895983522,0.8139863847878966,4467,4340,464,439,0.9687776959545534,0.9682277373287828
434,default,dropout-0.2,learning_rate-1e-05,learning_rate-4e-05,train_batch_size-8,0.9070030895983522,0.8139842400027586,4464,4343,461,442,0.9690706514784359,0.9685353733268167
80,warmup_ratio-0.2,weight_decay-0.005,learning_rate-1e-05,warmup_ratio-0.05,learning_rate-4e-05,0.9070030895983522,0.8139842400027586,4464,4343,461,442,0.9692013135880447,0.9686952383814111
93,warmup_ratio-0.2,train_batch_size-32,default,dropout-0.2,learning_rate-4e-05,0.9070030895983522,0.8139855316540382,4466,4341,463,440,0.9693934562616492,0.9688683537483797
94,warmup_ratio-0.2,train_batch_size-32,default,dropout-0.2,train_batch_size-8,0.9070030895983522,0.8139842400027586,4464,4343,461,442,0.9691690670534442,0.9685911750772813
151,warmup_ratio-0.2,default,dropout-0.05,learning_rate-1e-05,train_batch_size-8,0.9069001029866117,0.8137808526842978,4467,4339,465,439,0.9688846823190214,0.9683239432430771
271,weight_decay-0.005,default,dropout-0.05,weight_decay-0.02,learning_rate-1e-05,0.9069001029866117,0.8137808526842978,4467,4339,465,439,0.9688066541912178,0.9682453631869509
432,default,dropout-0.2,learning_rate-1e-05,warmup_ratio-0.05,learning_rate-4e-05,0.9069001029866117,0.8137791490377587,4465,4341,463,441,0.9691881816111252,0.9686906580448675
431,default,dropout-0.2,weight_decay-0.02,learning_rate-4e-05,train_batch_size-8,0.9069001029866117,0.8137773997375467,4461,4345,459,445,0.9688303511511842,0.9682102773820576
78,warmup_ratio-0.2,weight_decay-0.005,weight_decay-0.02,warmup_ratio-0.05,train_batch_size-8,0.9069001029866117,0.8137776298265799,4462,4344,460,444,0.968775256249633,0.9681550090352934
161,warmup_ratio-0.2,default,dropout-0.2,learning_rate-1e-05,train_batch_size-8,0.9069001029866117,0.8137808526842978,4467,4339,465,439,0.9688846823190214,0.9683239432430771
246,weight_decay-0.005,train_batch_size-32,dropout-0.2,weight_decay-0.02,learning_rate-1e-05,0.9069001029866117,0.8137831090549137,4469,4337,467,437,0.9692445706170254,0.9686705008800691
258,weight_decay-0.005,train_batch_size-32,weight_decay-0.02,learning_rate-1e-05,train_batch_size-8,0.9069001029866117,0.8137831090549137,4469,4337,467,437,0.9692329873223599,0.9686193209205365
130,warmup_ratio-0.2,train_batch_size-32,weight_decay-0.02,learning_rate-1e-05,warmup_ratio-0.05,0.9069001029866117,0.8137799317734533,4466,4340,464,440,0.9693295996372094,0.9687571570456308
69,warmup_ratio-0.2,weight_decay-0.005,dropout-0.2,learning_rate-1e-05,learning_rate-4e-05,0.9069001029866117,0.8137776298265799,4462,4344,460,444,0.9691344232435737,0.9686256468856924
64,warmup_ratio-0.2,weight_decay-0.005,dropout-0.2,weight_decay-0.02,learning_rate-1e-05,0.9069001029866117,0.8137808526842978,4467,4339,465,439,0.9688444165804212,0.9682847494097213
74,warmup_ratio-0.2,weight_decay-0.005,weight_decay-0.02,learning_rate-1e-05,warmup_ratio-0.05,0.9069001029866117,0.8137819117761087,4468,4338,466,438,0.9689359373371762,0.9683718012562821
54,warmup_ratio-0.2,weight_decay-0.005,dropout-0.05,weight_decay-0.02,learning_rate-1e-05,0.9069001029866117,0.8137808526842978,4467,4339,465,439,0.9688444165804212,0.9682847494097213
59,warmup_ratio-0.2,weight_decay-0.005,dropout-0.05,learning_rate-1e-05,learning_rate-4e-05,0.9069001029866117,0.8137776298265799,4462,4344,460,444,0.9691344232435737,0.9686256468856924
446,dropout-0.05,dropout-0.2,weight_decay-0.02,learning_rate-4e-05,train_batch_size-8,0.9069001029866117,0.8137773997375467,4461,4345,459,445,0.9688303511511842,0.9682102773820576
421,default,dropout-0.05,weight_decay-0.02,learning_rate-4e-05,train_batch_size-8,0.9069001029866117,0.8137773997375467,4461,4345,459,445,0.9688303511511842,0.9682102773820576
210,weight_decay-0.005,train_batch_size-32,default,dropout-0.05,dropout-0.2,0.9069001029866117,0.8137892801680335,4473,4333,471,433,0.9691051892141791,0.9685367291871196
205,warmup_ratio-0.2,weight_decay-0.02,learning_rate-1e-05,warmup_ratio-0.05,learning_rate-4e-05,0.9069001029866117,0.8137785044716089,4464,4342,462,442,0.9691782742876655,0.9686469496333971
221,weight_decay-0.005,train_batch_size-32,default,weight_decay-0.02,learning_rate-1e-05,0.9069001029866117,0.8137831090549137,4469,4337,467,437,0.9692445706170254,0.9686705008800691
415,default,dropout-0.05,dropout-0.2,learning_rate-4e-05,train_batch_size-8,0.9069001029866117,0.8137773540026437,4459,4347,457,447,0.968817452537344,0.9682212451802304
422,default,dropout-0.05,learning_rate-1e-05,warmup_ratio-0.05,learning_rate-4e-05,0.9069001029866117,0.8137791490377587,4465,4341,463,441,0.9691881816111252,0.9686906580448675
301,weight_decay-0.005,dropout-0.05,dropout-0.2,weight_decay-0.02,learning_rate-1e-05,0.9069001029866117,0.8137808526842978,4467,4339,465,439,0.9688066541912178,0.9682453631869509
39,warmup_ratio-0.2,weight_decay-0.005,default,weight_decay-0.02,learning_rate-1e-05,0.9069001029866117,0.8137808526842978,4467,4339,465,439,0.9688444165804212,0.9682847494097213
44,warmup_ratio-0.2,weight_decay-0.005,default,learning_rate-1e-05,learning_rate-4e-05,0.9069001029866117,0.8137776298265799,4462,4344,460,444,0.9691344232435737,0.9686256468856924
281,weight_decay-0.005,default,dropout-0.2,weight_decay-0.02,learning_rate-1e-05,0.9069001029866117,0.8137808526842978,4467,4339,465,439,0.9688066541912178,0.9682453631869509
236,weight_decay-0.005,train_batch_size-32,dropout-0.05,weight_decay-0.02,learning_rate-1e-05,0.9069001029866117,0.8137831090549137,4469,4337,467,437,0.9692445706170254,0.9686705008800691
181,warmup_ratio-0.2,dropout-0.05,dropout-0.2,learning_rate-1e-05,train_batch_size-8,0.9069001029866117,0.8137808526842978,4467,4339,465,439,0.9688846823190214,0.9683239432430771
447,dropout-0.05,dropout-0.2,learning_rate-1e-05,warmup_ratio-0.05,learning_rate-4e-05,0.9069001029866117,0.8137791490377587,4465,4341,463,441,0.9691881816111252,0.9686906580448675
267,weight_decay-0.005,default,dropout-0.05,dropout-0.2,learning_rate-1e-05,0.9069001029866117,0.8137799317734533,4466,4340,464,440,0.9687803265929024,0.9682341988384745
310,weight_decay-0.005,dropout-0.05,dropout-0.2,learning_rate-4e-05,train_batch_size-8,0.9067971163748713,0.8135713340109837,4460,4345,459,446,0.968859479106452,0.9682832825326919
82,warmup_ratio-0.2,weight_decay-0.005,learning_rate-1e-05,learning_rate-4e-05,train_batch_size-8,0.9067971163748713,0.8135717918825327,4462,4343,461,444,0.9690816407579904,0.9685500548235304
299,weight_decay-0.005,default,learning_rate-1e-05,learning_rate-4e-05,train_batch_size-8,0.9067971163748713,0.8135717918825327,4462,4343,461,444,0.9690960244096084,0.968564132153239
317,weight_decay-0.005,dropout-0.05,learning_rate-1e-05,warmup_ratio-0.05,learning_rate-4e-05,0.9067971163748713,0.813573514614097,4465,4340,464,441,0.9691981525790608,0.9686993704605766
391,train_batch_size-32,dropout-0.2,weight_decay-0.02,learning_rate-1e-05,warmup_ratio-0.05,0.9067971163748713,0.8135753537796401,4467,4338,466,439,0.9693336728836853,0.9687738172631167
298,weight_decay-0.005,default,learning_rate-1e-05,warmup_ratio-0.05,train_batch_size-8,0.9067971163748713,0.8135753537796401,4467,4338,466,439,0.9689710478732053,0.9684076318591872
